Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),Seat Capacity,Female Supernumerary
"Indian institute of information technology, Raichur, Karnataka","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,5,1,9,1,5,0,17,1,64,80,0
"Indian institute of information technology, Raichur, Karnataka","Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,6,1,4,0,12,1,48,60,0
"Indian institute of information technology, Raichur, Karnataka","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,5,1,9,1,5,0,17,1,64,80,0
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,34,2,8,1,13,1,6,0,22,2,89,89,19
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,48,12
"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)","Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,48,12
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,0,27,29,0
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,10,1,3,0,4,0,3,0,7,0,28,31,0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,0,27,29,0
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,10,1,3,0,4,0,3,0,7,0,28,31,0
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,1,3,0,4,0,2,0,7,0,27,29,0
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",ASSAM,Gender-Neutral,10,1,3,0,4,0,3,0,7,0,28,31,0
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,1,0,4,0,18,18,1
"Birla Institute of Technology, Mesra,  Ranchi","Bio Technology (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,6,1,2,0,2,0,4,1,0,0,16,16,2
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,30,1,8,0,10,1,6,0,18,1,75,75,6
"Birla Institute of Technology, Mesra,  Ranchi","Chemical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,29,1,7,1,6,1,18,1,0,0,64,64,6
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,0,3,0,8,1,37,37,3
"Birla Institute of Technology, Mesra,  Ranchi","Civil Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,15,1,2,1,3,1,8,1,0,0,32,32,3
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,0,3,0,8,1,37,37,3
"Birla Institute of Technology, Mesra,  Ranchi","Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,15,1,2,1,3,1,8,1,0,0,32,32,3
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,41,2,11,0,16,1,8,0,27,1,107,107,9
"Birla Institute of Technology, Mesra,  Ranchi","Computer Science and Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,39,2,10,1,10,1,28,1,0,0,92,92,9
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,41,2,11,0,16,1,8,0,27,1,107,107,9
"Birla Institute of Technology, Mesra,  Ranchi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,39,2,10,1,10,1,28,1,0,0,92,92,9
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,27,1,8,0,10,1,6,0,18,1,72,72,6
"Birla Institute of Technology, Mesra,  Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,26,1,7,1,6,1,18,1,0,0,61,61,6
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,5,0,3,0,8,1,37,37,3
"Birla Institute of Technology, Mesra,  Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,15,1,2,1,3,1,8,1,0,0,32,32,3
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,6,0,8,1,4,0,14,1,55,55,4
"Birla Institute of Technology, Mesra,  Ranchi","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,20,1,5,1,5,1,13,1,0,0,47,47,5
"Birla Institute of Technology, Mesra,  Ranchi","Food Engineering  and Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,1,2,0,3,0,1,0,4,0,19,19,1
"Birla Institute of Technology, Mesra,  Ranchi","Food Engineering  and Technology (4 Years, Bachelor of Technology)",JHARKHAND,Gender-Neutral,6,1,2,0,2,0,4,1,0,0,16,16,2
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,4,0,1,0,2,0,1,0,2,0,10,10,0
"Birla Institute of Technology, Mesra,  Ranchi","Architecture  (5 Years, Bachelor of Architecture)",JHARKHAND,Gender-Neutral,4,0,1,0,1,0,2,0,0,0,8,8,0
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",All India,Gender-Neutral,15,1,4,0,5,0,3,0,10,0,38,38,3
"Birla Institute of Technology, Mesra,  Ranchi","Mathematics and Computing (5 Years, Integrated Master of Science)",JHARKHAND,Gender-Neutral,16,1,2,1,3,1,8,1,0,0,33,33,3
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",All India,Gender-Neutral,9,0,2,0,3,0,1,0,4,0,19,19,1
"Birla Institute of Technology, Mesra,  Ranchi","Physics (5 Years, Integrated Master of Science)",JHARKHAND,Gender-Neutral,8,0,2,0,2,0,4,0,0,0,16,16,2
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",All India,Gender-Neutral,9,0,2,0,3,0,1,0,4,0,19,19,1
"Birla Institute of Technology, Mesra,  Ranchi","Quantitative Economics & Data Science (5 Years, Integrated Master of Science)",JHARKHAND,Gender-Neutral,8,0,2,0,2,0,4,0,0,0,16,16,2
"Gurukula Kangri Vishwavidyalaya, Haridwar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,77,4,19,1,29,1,14,1,52,2,200,200,0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,45,2,11,1,16,1,8,0,29,2,115,115,0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,44,2,11,0,17,1,8,1,30,1,115,115,0
"Gurukula Kangri Vishwavidyalaya, Haridwar","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,45,2,10,1,16,1,8,1,29,2,115,115,0
"Indian Institute of Carpet Technology,  Bhadohi","Carpet  and Textile Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,3,0,5,0,2,0,7,1,30,30,6
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,21,1,5,0,8,0,4,0,14,1,54,54,0
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,4,1,7,0,3,0,13,0,48,48,0
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,5,0,6,1,4,0,11,1,48,48,0
"Institute of Infrastructure, Technology, Research and Management-Ahmedabad","Computer Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,7,0,2,1,11,1,42,42,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,4,0,15,1,60,60,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,4,0,15,1,60,60,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,37,1,8,1,12,1,6,0,23,1,90,90,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,4,0,15,1,60,60,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,37,1,8,1,12,1,6,0,23,1,90,90,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,4,0,15,1,60,60,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Animation and VFX (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,4,0,15,1,60,60,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,37,1,8,1,12,1,6,0,23,1,90,90,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Industrial and Production Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,4,0,15,1,60,60,0
"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,4,0,15,1,60,60,0
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,7,1,4,0,14,1,56,56,0
"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,3,0,5,0,2,0,7,1,30,30,0
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,4,0,15,1,60,60,0
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)","Electronic Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,8,1,4,0,15,1,60,60,0
"National Institute of Advanced Manufacturing Technology, Ranchi","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,24,1,6,0,9,1,5,0,16,1,63,77,1
"National Institute of Advanced Manufacturing Technology, Ranchi","Production and Industrial Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,22,1,6,0,8,0,4,0,14,1,56,70,0
"National Institute of Advanced Manufacturing Technology, Ranchi","Computer Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,18,1,5,0,6,1,3,1,12,1,48,56,4
"National Institute of Advanced Manufacturing Technology, Ranchi","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,6,0,9,1,5,0,17,1,65,82,1
Sant Longowal Institute of Engineering and Technology,"Chemical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,3,1,7,0,3,0,11,1,47,47,0
Sant Longowal Institute of Engineering and Technology,"Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,4,1,3,0,10,0,38,38,0
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,38,2,9,0,13,1,7,0,24,1,95,95,0
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,5,0,7,0,3,0,11,1,47,47,0
Sant Longowal Institute of Engineering and Technology,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,4,0,7,0,3,0,11,1,47,47,0
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,42,2,9,0,13,1,6,1,24,1,99,99,0
Sant Longowal Institute of Engineering and Technology,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,20,1,3,1,7,0,3,0,11,1,47,47,0
Sant Longowal Institute of Engineering and Technology,"Food Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,19,1,5,0,6,0,3,1,11,1,47,47,0
Sant Longowal Institute of Engineering and Technology,"Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",All India,Gender-Neutral,15,1,4,0,4,1,3,0,10,0,38,38,0
Sant Longowal Institute of Engineering and Technology,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,1,3,0,5,0,2,0,7,1,30,30,0
Sant Longowal Institute of Engineering and Technology,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,12,0,2,1,5,0,2,0,8,0,30,30,0
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,11,1,3,0,4,0,2,1,8,0,30,30,0
Sant Longowal Institute of Engineering and Technology,"Chemistry (5 Years, Integrated Master of Science)",All India,Gender-Neutral,4,0,1,0,2,0,1,0,2,0,10,10,0
Sant Longowal Institute of Engineering and Technology,"Physics (5 Years, Integrated Master of Science)",All India,Gender-Neutral,3,1,1,0,1,0,1,0,3,0,10,10,0
Sant Longowal Institute of Engineering and Technology,"Mathematics (5 Years, Integrated Master of Science)",All India,Gender-Neutral,4,0,1,0,1,0,1,0,3,0,10,10,0
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,17,0
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,17,0
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,17,0
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,17,0
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,7,1,2,0,3,0,4,0,0,0,17,17,0
"Mizoram University, Aizawl","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,4,1,2,0,2,0,2,0,0,0,11,11,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,0,2,0,3,1,2,0,7,0,25,25,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,0,1,1,4,0,2,0,7,0,25,25,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,5,1,1,0,2,0,0,0,4,0,13,13,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,0,2,0,4,0,2,0,6,1,25,25,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,10,0,2,0,4,0,1,1,7,0,25,25,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering  and Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,8,0,2,0,3,0,2,0,4,1,20,20,0
"School of Engineering, Tezpur University, Napaam, Tezpur","Bachelor of Design (4 Years, Bachelor of Design)",All India,Gender-Neutral,1,0,0,0,0,0,0,0,1,0,2,2,0
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Civil Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,5,0
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Computer Science and Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,0,0,1,0,1,0,1,0,5,5,0
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Elctrical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,1,0,0,0,1,0,1,0,5,5,0
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Electronics and Communication Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,1,1,1,0,1,0,0,0,1,0,5,5,0
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Food Engineering and Technology) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,0,0,1,0,0,0,2,0,5,5,0
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Mechanical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,Gender-Neutral,2,0,0,0,1,0,0,0,1,1,5,5,0
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",All India,Gender-Neutral,14,1,4,0,6,0,3,0,9,1,38,38,0
"School of Planning & Architecture, Bhopal","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,37,2,9,0,13,1,7,0,24,1,94,94,0
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",All India,Gender-Neutral,16,1,4,0,7,0,3,0,11,1,43,43,0
"School of Planning & Architecture, New Delhi","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,50,3,12,1,19,1,9,1,34,2,132,132,0
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",All India,Gender-Neutral,14,1,4,0,6,0,3,0,9,1,38,38,0
School of Planning & Architecture: Vijayawada,"Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,37,2,8,1,13,1,7,0,24,1,94,94,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Bio Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,3,0,1,0,2,0,1,0,3,0,10,10,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Civil Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,3,0,5,0,2,0,8,0,30,30,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,36,1,8,1,12,1,7,0,23,1,90,90,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electrical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,3,0,5,0,2,0,7,1,30,30,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,36,1,9,0,12,1,7,0,23,1,90,90,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,3,0,5,0,2,0,7,1,30,30,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,6,0,2,0,2,0,1,0,4,0,15,15,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Robotics and AI (4 Years, Bachelor of Technology)",All India,Gender-Neutral,11,1,3,0,5,0,1,1,8,0,30,30,0
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Architecture  (5 Years, Bachelor of Architecture)",All India,Gender-Neutral,3,0,1,0,2,0,1,0,3,0,10,10,0
"International Institute of Information Technology, Naya Raipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,0,4,0,2,0,8,1,31,31,8
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,1,3,1,5,0,2,0,8,0,32,32,8
"International Institute of Information Technology, Naya Raipur","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,Gender-Neutral,12,0,3,0,4,1,3,0,9,0,32,32,8
University of Hyderabad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,Gender-Neutral,18,1,5,0,8,0,4,0,13,1,50,50,0
University of Hyderabad,"Materials Engineering (5 Years, Integrated Master of Technology)",All India,Gender-Neutral,23,1,6,0,8,1,5,0,15,1,60,60,0
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,9,0,1,0,2,0,0,0,0,0,12,12,0
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,8,0,2,0,2,0,1,0,0,0,13,13,0
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,37,2,5,1,8,1,0,0,0,0,54,54,0
"Punjab Engineering College, Chandigarh","Civil Engineering (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,36,2,6,0,9,0,3,0,0,0,56,56,0
"Punjab Engineering College, Chandigarh","Computer Science and Engineering (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,37,2,5,1,8,1,0,0,0,0,54,54,0
"Punjab Engineering College, Chandigarh","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,36,2,6,0,8,1,2,1,0,0,56,56,0
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,37,2,6,0,8,1,0,0,0,0,54,54,0
"Punjab Engineering College, Chandigarh","Electrical Engineering (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,36,2,5,1,8,1,3,0,0,0,56,56,0
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,37,2,6,0,8,1,0,0,0,0,54,54,0
"Punjab Engineering College, Chandigarh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,36,2,5,1,8,1,3,0,0,0,56,56,0
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,10,0,1,0,2,0,0,0,0,0,13,13,0
"Punjab Engineering College, Chandigarh","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,9,0,2,0,2,0,1,0,0,0,14,14,0
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,10,0,1,0,2,0,0,0,0,0,13,13,0
"Punjab Engineering College, Chandigarh","Mathematics and Computing (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,9,0,2,0,2,0,1,0,0,0,14,14,0
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,37,2,6,0,9,0,0,0,0,0,54,54,0
"Punjab Engineering College, Chandigarh","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,36,2,6,0,9,0,3,0,0,0,56,56,0
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,18,1,3,0,5,0,0,0,0,0,27,27,0
"Punjab Engineering College, Chandigarh","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,18,1,3,0,5,0,1,0,0,0,28,28,0
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",CHANDIGARH (UT),Gender-Neutral,12,1,2,0,3,0,0,0,0,0,18,18,0
"Punjab Engineering College, Chandigarh","Production and Industrial Engineering (4 Years, Bachelor of Technology)",Other than CHANDIGARH (UT),Gender-Neutral,12,1,2,0,3,0,1,0,0,0,19,19,0
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",CHANDIGARH (UT),Gender-Neutral,7,1,2,0,2,0,0,0,0,0,12,12,0
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",Other than CHANDIGARH (UT),Gender-Neutral,8,1,1,0,2,0,1,0,0,0,13,13,0
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",CHANDIGARH (UT),Gender-Neutral,17,1,3,0,5,0,0,0,0,0,26,26,0
"Punjab Engineering College, Chandigarh","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",Other than CHANDIGARH (UT),Gender-Neutral,18,1,3,0,5,0,1,0,0,0,28,28,0
"Jawaharlal Nehru University, Delhi","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,6,0,8,1,5,0,16,1,63,63,0
"Jawaharlal Nehru University, Delhi","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,25,1,6,0,8,1,5,0,16,1,63,63,0
"International Institute of Information Technology, Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,29,2,7,0,10,1,6,0,19,1,75,75,0
"International Institute of Information Technology, Bhubaneswar","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,3,0,6,0,3,0,10,0,37,37,0
"International Institute of Information Technology, Bhubaneswar","Information Technology (4 Years, Bachelor of Technology)",All India,Gender-Neutral,14,1,3,0,6,0,3,0,10,0,37,37,0
