Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),Seat Capacity,Female Supernumerary
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",TAMIL NADU,Gender-Neutral,17,1,4,1,6,1,3,0,13,0,46,58,0
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Other than TAMIL NADU,Gender-Neutral,19,1,5,0,5,1,3,0,12,1,47,59,0
"National Institute of Technology, Tiruchirappalli","Architecture  (5 Years, Bachelor of Architecture)",TAMIL NADU,Gender-Neutral,9,1,2,0,3,0,2,0,6,0,23,29,0
"National Institute of Technology, Tiruchirappalli","Architecture  (5 Years, Bachelor of Architecture)",Other than TAMIL NADU,Gender-Neutral,9,0,3,0,3,0,1,0,6,1,23,28,0
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,5,0,1,0,2,0,2,0,4,0,14,18,0
"National Institute of Technology, Uttarakhand","Civil Engineering (4 Years, Bachelor of Technology)",Other than UTTARAKHAND,Gender-Neutral,6,0,1,0,2,0,1,0,4,0,14,18,0
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,8,1,2,0,3,0,2,1,5,0,22,26,0
"National Institute of Technology, Uttarakhand","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than UTTARAKHAND,Gender-Neutral,9,1,1,1,3,0,1,0,5,0,21,26,0
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,6,1,1,0,2,0,1,0,4,0,15,20,0
"National Institute of Technology, Uttarakhand","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than UTTARAKHAND,Gender-Neutral,6,1,2,0,2,0,1,0,4,1,17,20,0
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,6,0,1,0,2,0,1,0,4,0,14,18,0
"National Institute of Technology, Uttarakhand","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than UTTARAKHAND,Gender-Neutral,6,0,2,0,2,0,1,0,3,0,14,18,0
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",UTTARAKHAND,Gender-Neutral,6,0,2,1,2,0,1,0,3,0,15,18,0
"National Institute of Technology, Uttarakhand","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other than UTTARAKHAND,Gender-Neutral,5,0,1,0,2,1,1,0,4,0,14,18,0
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,11,1,3,0,4,1,1,0,8,0,29,36,0
"National Institute of Technology, Warangal","Bio Technology (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,11,0,3,0,4,0,2,0,8,1,29,36,0
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,15,1,4,0,6,0,2,0,11,0,39,49,0
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,14,1,4,0,5,0,2,1,11,1,39,49,0
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,17,1,4,0,5,1,3,0,13,0,44,55,0
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,17,1,4,1,6,0,3,0,12,0,44,55,0
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,5,1,2,0,2,0,1,0,5,0,16,20,0
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,6,1,1,0,3,0,1,0,3,1,16,20,0
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,21,1,5,0,8,0,3,1,14,1,54,68,0
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,21,1,5,0,8,0,4,0,14,1,54,67,0
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,15,0,3,1,6,0,3,0,11,1,40,50,0
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,15,1,4,0,5,1,3,1,10,0,40,50,0
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,5,0,1,0,2,0,1,0,2,1,12,15,0
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,15,0
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,20,1,5,0,7,1,3,0,14,1,52,65,0
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,20,1,5,1,7,0,4,1,13,0,52,65,0
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,9,1,2,0,3,0,2,0,7,0,24,30,0
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,9,1,2,0,3,1,1,0,7,0,24,30,0
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,10,1,2,0,3,1,1,0,6,0,24,30,0
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,9,1,2,0,3,0,1,0,7,1,24,30,0
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",TELANGANA,Gender-Neutral,20,1,6,0,7,0,4,0,13,1,52,65,0
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other than TELANGANA,Gender-Neutral,20,1,5,0,8,1,4,0,12,1,52,65,0
"National Institute of Technology, Warangal","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",TELANGANA,Gender-Neutral,2,0,1,0,0,0,1,0,1,0,5,6,0
"National Institute of Technology, Warangal","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than TELANGANA,Gender-Neutral,2,0,0,0,1,1,0,0,1,0,5,6,0
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",TELANGANA,Gender-Neutral,2,0,1,0,1,0,0,0,1,0,5,6,0
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other than TELANGANA,Gender-Neutral,2,0,0,0,1,0,1,0,1,0,5,6,0
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",TELANGANA,Gender-Neutral,2,1,1,0,1,0,1,0,2,0,8,10,0
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)",Other than TELANGANA,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
"National Institute of Technology, Warangal","Physics (5 Years, Integrated Master of Science)",TELANGANA,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
"National Institute of Technology, Warangal","Physics (5 Years, Integrated Master of Science)",Other than TELANGANA,Gender-Neutral,3,0,1,0,1,1,0,0,2,0,8,10,0
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)",TELANGANA,Gender-Neutral,3,0,1,0,2,0,0,0,1,1,8,10,0
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)",Other than TELANGANA,Gender-Neutral,3,0,1,0,1,0,1,0,2,0,8,10,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,20,1,5,0,7,1,4,0,13,1,52,65,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,21,1,5,1,7,0,4,0,13,0,52,65,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,20,1,5,1,7,0,4,0,13,1,52,65,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,20,1,5,0,7,1,3,1,13,1,52,65,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,5,0,2,0,1,0,1,0,3,0,12,15,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,5,0,1,0,1,0,1,0,3,1,12,15,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,9,1,2,0,3,0,1,1,7,0,24,30,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,10,0,3,0,4,0,1,0,6,0,24,30,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,21,1,6,0,6,0,4,0,13,1,52,65,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,20,1,5,0,7,1,3,1,14,0,52,65,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,20,1,5,1,7,0,4,0,13,1,52,65,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,21,1,5,0,7,0,4,0,13,1,52,65,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,21,1,6,1,8,0,4,0,14,1,56,70,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,22,1,6,0,8,1,4,0,13,1,56,70,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,5,0,1,0,1,1,1,0,3,0,12,15,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,4,1,2,0,1,0,1,1,2,0,12,15,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics and Computing (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,4,1,2,0,1,0,1,0,3,0,12,15,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics and Computing (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,15,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,40,2,9,0,16,0,7,1,28,1,104,130,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,40,2,8,1,16,1,7,0,28,1,104,130,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology)",GUJARAT,Gender-Neutral,18,1,5,0,7,1,3,0,12,1,48,60,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology)",Other than GUJARAT,Gender-Neutral,18,1,5,0,7,0,4,0,12,1,48,60,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",GUJARAT,Gender-Neutral,9,1,3,0,4,0,2,0,6,0,25,25,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)",Other than GUJARAT,Gender-Neutral,10,0,2,1,3,1,1,0,6,1,25,25,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",GUJARAT,Gender-Neutral,10,0,2,0,4,0,2,0,7,0,25,25,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)",Other than GUJARAT,Gender-Neutral,10,1,2,0,4,0,2,0,6,0,25,25,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",GUJARAT,Gender-Neutral,9,1,2,0,4,0,2,0,7,0,25,25,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)",Other than GUJARAT,Gender-Neutral,10,0,3,0,3,0,2,0,6,1,25,25,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",GUJARAT,Gender-Neutral,10,0,3,0,4,0,1,0,6,0,24,30,0
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)",Other than GUJARAT,Gender-Neutral,9,1,2,0,3,1,1,0,7,0,24,30,0
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",MAHARASHTRA,Gender-Neutral,17,1,5,0,6,0,3,1,12,1,46,58,0
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)",Other than MAHARASHTRA,Gender-Neutral,17,1,4,1,7,1,3,0,12,0,46,57,0
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)",MAHARASHTRA,Gender-Neutral,18,1,2,1,7,0,2,1,12,1,45,58,0
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)",Other than MAHARASHTRA,Gender-Neutral,17,1,4,1,7,1,3,0,12,0,46,57,0
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",MAHARASHTRA,Gender-Neutral,17,1,4,1,7,1,3,0,11,1,46,57,0
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than MAHARASHTRA,Gender-Neutral,17,1,5,0,6,0,4,0,12,1,46,58,0
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",MAHARASHTRA,Gender-Neutral,17,1,5,0,7,0,3,0,11,1,45,57,0
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than MAHARASHTRA,Gender-Neutral,18,2,4,0,6,0,4,0,12,1,47,58,0
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",MAHARASHTRA,Gender-Neutral,19,1,4,0,7,0,3,0,11,1,46,57,0
"Visvesvaraya National Institute of Technology, Nagpur","Mechanical Engineering (4 Years, Bachelor of Technology)",Other than MAHARASHTRA,Gender-Neutral,17,1,5,0,7,0,3,0,12,1,46,58,0
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",MAHARASHTRA,Gender-Neutral,17,2,5,0,7,1,3,0,12,0,47,58,0
"Visvesvaraya National Institute of Technology, Nagpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other than MAHARASHTRA,Gender-Neutral,18,1,4,0,5,1,2,1,12,1,45,57,0
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering  (4 Years, Bachelor of Technology)",MAHARASHTRA,Gender-Neutral,8,0,2,0,3,0,2,0,5,0,20,25,0
"Visvesvaraya National Institute of Technology, Nagpur","Mining Engineering  (4 Years, Bachelor of Technology)",Other than MAHARASHTRA,Gender-Neutral,8,0,3,0,2,0,2,0,5,0,20,25,0
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",MAHARASHTRA,Gender-Neutral,18,1,4,0,6,1,4,0,11,1,46,57,0
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other than MAHARASHTRA,Gender-Neutral,17,2,4,1,7,1,3,0,11,1,47,58,0
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)",MAHARASHTRA,Gender-Neutral,11,1,3,0,4,0,3,0,8,1,31,39,0
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)",Other than MAHARASHTRA,Gender-Neutral,12,1,3,0,4,0,3,0,7,1,31,39,0
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",ANDHRA PRADESH,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,15,0
"National Institute of Technology, Andhra Pradesh","Bio Technology (4 Years, Bachelor of Technology)",Other than ANDHRA PRADESH,Gender-Neutral,4,0,1,0,2,0,1,0,3,1,12,15,0
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",ANDHRA PRADESH,Gender-Neutral,4,1,1,0,2,0,1,0,3,0,12,15,0
"National Institute of Technology, Andhra Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)",Other than ANDHRA PRADESH,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,15,0
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",ANDHRA PRADESH,Gender-Neutral,9,0,2,0,3,1,2,0,7,0,24,30,0
"National Institute of Technology, Andhra Pradesh","Civil Engineering (4 Years, Bachelor of Technology)",Other than ANDHRA PRADESH,Gender-Neutral,9,1,2,0,3,0,2,0,6,1,24,30,0
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",ANDHRA PRADESH,Gender-Neutral,13,1,2,1,6,0,3,0,10,0,36,45,0
"National Institute of Technology, Andhra Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other than ANDHRA PRADESH,Gender-Neutral,13,1,4,0,5,1,2,0,9,1,36,45,0
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",ANDHRA PRADESH,Gender-Neutral,13,1,3,0,6,0,2,1,9,1,36,45,0
"National Institute of Technology, Andhra Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other than ANDHRA PRADESH,Gender-Neutral,13,1,3,0,5,1,3,0,10,0,36,45,0
